years,country,migration,iso3_d,AZE,DEU,KAZ,RUS,TJK,UKR,USA,road_quality_destination,railroad_quality_destination,airtr_quality_destination,electricity_quality_destination,fixedtel_destination,mobile_destination,technology_destination,internet_destination,fxinternet_destination,road_origin,railroad_origin,airtr_origin,electr_origin,fexedtel_origin,mobile_origin,technology_origin,internet_origin,fxinternet_origin,country_code_merge,year,iso3_o,iso3num_o,iso3num_d,country_exists_o,country_exists_d,gmt_offset_2020_o,gmt_offset_2020_d,contig,dist,distw,distcap,distwces,dist_source,comlang_off,comlang_ethno,comcol,comrelig,col45,legal_old_o,legal_old_d,legal_new_o,legal_new_d,comleg_pretrans,comleg_posttrans,transition_legalchange,heg_o,heg_d,col_dep_ever,col_dep,col_dep_end_year,col_dep_end_conflict,empire,sibling_ever,sibling,sever_year,sib_conflict,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,pop_source_o,pop_source_d,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,gdpcap_ppp_o,gdpcap_ppp_d,pop_pwt_o,pop_pwt_d,gdp_ppp_pwt_o,gdp_ppp_pwt_d,gatt_o,gatt_d,wto_o,wto_d,eu_o,eu_d,rta,rta_coverage,rta_type,entry_cost_o,entry_cost_d,entry_proc_o,entry_proc_d,entry_time_o,entry_time_d,entry_tp_o,entry_tp_d,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_baci,manuf_tradeflow_baci,tradeflow_imf_o,tradeflow_imf_d,GTI1,GTI2,GTI3,GTI4,GTI5,GTI6,GTI7,GTI8,GTI9,GTI10,GTI11,GTI12,GTI13,GTI14,GTI15,GTI16,GTI17,GTI18,GTI19,GTI20,GTI21,GTI22,GTI23,GTI24,GTI25,GTI26,GTI27,GTI28,GTI29,GTI30,GTI31,GTI32,GTI33,GTI34,GTI35,GTI36,GTI37,GTI38,GTI39,GTI40,GTI41,GTI42,BX.GSR.CCIS.CD,BX.GSR.CCIS.ZS,BX.TRF.PWKR.CD.DT,EG.ELC.COAL.ZS,EG.ELC.HYRO.ZS,EG.ELC.LOSS.ZS,EG.ELC.NGAS.ZS,EG.ELC.NUCL.ZS,EG.ELC.PETR.ZS,EG.USE.ELEC.KH.PC,ER.H2O.FWAG.ZS,ER.H2O.FWDM.ZS,ER.H2O.FWIN.ZS,ER.H2O.FWTL.K3,ER.H2O.FWTL.ZS,ER.H2O.INTR.K3,ER.H2O.INTR.PC,IE.PPI.ENGY.CD,IE.PPI.ICTI.CD,IE.PPI.TRAN.CD,IE.PPI.WATR.CD,IE.PPN.ENGY.CD,IE.PPN.TRAN.CD,IE.PPN.WATR.CD,IP.IDS.NRCT,IP.IDS.RSCT,IP.TMK.NRCT,IP.TMK.RSCT,IQ.SPI.PIL5,IS.AIR.DPRT,IS.AIR.GOOD.MT.K1,IS.AIR.PSGR,IS.RRS.GOOD.MT.K6,IS.RRS.PASG.KM,IS.RRS.TOTL.KM,IS.SHP.GCNW.XQ,IS.SHP.GOOD.TU,IT.CEL.SETS,IT.CEL.SETS.P2,IT.MLT.MAIN,IT.MLT.MAIN.P2,IT.NET.BBND,IT.NET.BBND.P2,IT.NET.SECR,IT.NET.SECR.P6,IT.NET.USER.ZS,LP.LPI.INFR.XQ,NY.GDP.MKTP.KD,SL.UEM.TOTL.ZS,SP.POP.TOTL,TM.VAL.ICTG.ZS.UN,TX.VAL.ICTG.ZS.UN,oBX.GSR.CCIS.CD,oBX.GSR.CCIS.ZS,oBX.TRF.PWKR.CD.DT,oEG.ELC.COAL.ZS,oEG.ELC.HYRO.ZS,oEG.ELC.LOSS.ZS,oEG.ELC.NGAS.ZS,oEG.ELC.NUCL.ZS,oEG.ELC.PETR.ZS,oEG.USE.ELEC.KH.PC,oER.H2O.FWAG.ZS,oER.H2O.FWDM.ZS,oER.H2O.FWIN.ZS,oER.H2O.FWTL.K3,oER.H2O.FWTL.ZS,oER.H2O.INTR.K3,oER.H2O.INTR.PC,oIE.PPI.ENGY.CD,oIE.PPI.ICTI.CD,oIE.PPI.TRAN.CD,oIE.PPI.WATR.CD,oIE.PPN.ENGY.CD,oIE.PPN.TRAN.CD,oIE.PPN.WATR.CD,oIP.IDS.NRCT,oIP.IDS.RSCT,oIP.TMK.NRCT,oIP.TMK.RSCT,oIQ.SPI.PIL5,oIS.AIR.DPRT,oIS.AIR.GOOD.MT.K1,oIS.AIR.PSGR,oIS.RRS.GOOD.MT.K6,oIS.RRS.PASG.KM,oIS.RRS.TOTL.KM,oIS.SHP.GCNW.XQ,oIS.SHP.GOOD.TU,oIT.CEL.SETS,oIT.CEL.SETS.P2,oIT.MLT.MAIN,oIT.MLT.MAIN.P2,oIT.NET.BBND,oIT.NET.BBND.P2,oIT.NET.SECR,oIT.NET.SECR.P6,oIT.NET.USER.ZS,oLP.LPI.INFR.XQ,oNY.GDP.MKTP.KD,oSL.UEM.TOTL.ZS,oSP.POP.TOTL,oTM.VAL.ICTG.ZS.UN,oTX.VAL.ICTG.ZS.UN
2017,Kazakhstan,1209,KAZ,0,0,1,0,0,0,0,3.024842024,4.261518002,4.00678587,4.547630787,24.70476723,187.1739044,4.324998379,72.86601257,13.0491457,2.488281965,2.373281956,2.882899284,3.238278627,7.14910078,132.7972107,3.443375826,30.24704361,3.706052065,KAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZ,2017,KGZ,417,398,1,1,6,6,1,194.9779968,884.712,950.3400269,524.795,1,1,1,1,0.328999996,0,2,2,1,1,1,1,0,0,0,0,0,,,,1,1,,,6198.2,18037.777,7702934.8,166805800.6,1.243000031,9.248000145,,,,,31280403.48,448472613.7,5.047,24.863,6045.117188,18204.49805,24668016,408010944,0,0,1,1,0,0,1,3,2,2.1,0.3,4,5,10,9,14,14,265792.625,247768.109,377175.938,162714.594,266192.625,247721.9375,25.41666603,37.58333206,35.33333206,36.58333206,52.08333206,44.83333206,13.5,61.33333206,45.41666794,14.83333302,26.33333397,25.16666603,25.75,16.91666603,48.66666794,32.08333206,21.58333397,16.25,19,22.83333397,44.58333206,55.25,28.33333397,22.58333397,34.16666794,51.08333206,42.83333206,42.58333206,25,18.58333397,19.16666603,69.33333588,47.66666794,53.91666794,18.41666603,66.16666412,20.08333397,49.25,14.5,37.83333206,33.41666794,33.75,116302847.5,1.787932224,560420963.9,0,0,0,0,0,0,0,61.83796164,9.598789416,28.56324895,22.45,34.88733489,64.35,3567.512979,0,0,75000000,0,0,0,0,98,105,0,0,70,83048,49.5077,6903190,206258,19241.2,16040.3,0,0,26693300,147.6397785,3686600,20.3904653,2576100,14.24832573,22227,1232.247257,76.42674823,2.6559525,1.96E+11,4.9,18037776,5.849517426,0.125460948,39813681,4.833165121,2485778060,0,0,0,0,0,0,0,92.68929504,2.924281984,4.386422977,7.707,15.75107296,48.93,7894.227356,0,0,0,0,0,0,0,502,11,6989,519,85,27055,0.02165,1122951,935,43,424,0,0,8467966,136.8066442,362288,5.853047296,258013,4.16840274,639,103.0944468,38.19903776,2.17,6647530416,6.89,6198200,3.655667962,0.146529914
2018,Kazakhstan,1219,KAZ,0,0,1,0,0,0,0,2.88312459,4.143781662,4.003455162,4.579218864,23.21889877,149.9946442,4.130500317,76.80000305,13.6811409,2.650644302,2.449175596,3.082779646,3.649217606,6.594243526,131.3766479,3.460288048,34.5,4.076120853,KAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZ,2018,KGZ,417,398,1,1,6,6,1,194.9779968,884.712,950.3400269,524.795,1,1,1,1,0.328999996,0,2,2,1,1,1,1,0,0,0,0,0,,,,1,1,,,6322.8,18276.499,8271108.638,179339994.9,1.307999969,9.812999725,,,,,33246519.09,478232709,5.258,26.167,,,,,0,0,1,1,0,0,1,3,2,1.9,0.3,4,5,10,5,14,10,269950.656,243613.156,356371,176436.078,237028.7188,216686.0469,31,39.16666794,45.83333206,36.75,60,65.75,12.58333302,54.75,41.33333206,13.16666698,23,16.75,28.16666603,13.33333302,54.75,31.83333397,26,35.08333206,52.08333206,49.58333206,43.41666794,62.08333206,30.75,18,45.75,62.5,39.75,53.41666794,25.16666603,10.58333302,44.83333206,56.08333206,46.83333206,53.91666794,21.66666603,64.25,21.66666603,56.08333206,13.58333302,45.08333206,22.5,29.58333397,107896693.1,1.704869491,618039381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52400000,0,0,0,52400000,0,0,170,83,16876,10569,70,66693,49.64306,5920110,219927,19109.7,16060.8,0,0,26065600,142.2824428,3206100,17.50091077,2461300,13.43532382,25115,1374.172624,78.90391906,2.55,2.04E+11,4.85,18276452,5.991194905,0.112994364,0,0,2688570122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7728,552,70,8751,1.263266,1175000.704,949,35,424,0,0,8735246,138.5660601,331140,5.252830332,250612,3.975425244,1075,170.0196116,38.19903776,2.38,6897338635,6.79,6322800,3.851815148,0.139359784
2011,Russia,41558,RUS,0,0,0,1,0,0,0,2.443301201,4.085297108,3.839780807,4.332766533,31.80325127,163.6217957,4.172793865,42.37840271,9.157141685,2.740215302,2.788116932,2.953366041,2.287801981,9.089927673,81.84894562,3.54306531,40.0271225,0.095618546,RUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUS,2011,KGZ,417,643,1,1,6,3,0,2985.871094,2650.46,2985.871094,2466.348,1,1,1,0,0.079099998,1,2,2,1,1,1,1,0,0,0,0,0,,,,0,0,,,5514.6,142956.467,6197766.144,1904792961,1.123999953,13.32400036,1,1,1,1,16105958.46,3441692057,2.921,24.074,5506.601074,143264,19088114,3526680320,0,0,1,0,0,0,1,1,1,3.5,2.3,4,8,14,29,18,37,284418.906,290837.875,288241.023,214365.281,284418.9063,277840.2813,12.33333302,29.58333397,4.25,46.58333206,0,19.33333397,26.33333397,36.41666794,45.91666794,10.66666698,15.41666698,0,12.66666698,18.58333397,44.08333206,37.25,10.33333302,21.66666603,6,47.25,5,29.58333397,68.08333588,8.333333015,0,23.66666603,48.5,36.91666794,3.666666746,28.83333397,0,20,0,0,23.08333397,33.58333206,33.41666794,20.91666603,59.33333206,29.91666603,13.58333302,4.083333492,3101490000,5.34379778,6103270000,15.54215048,15.74965266,9.971690435,49.30688575,16.42363113,2.596863631,6485.75903,0,0,0,0,0,0,0,5255570000,0,4284600000,0,4795000000,0,0,3190,2887,58952,148200,0,596042,3900.12005,50555805,2127835,139742,85166,28.97890769,3857771,203751647,141.7866096,44151461,30.72409993,17634806,12.27170131,4126,28.86103661,49,2.5,1.59E+12,6.54,142960908,7.156679102,0.237297233,16628943,1.933036159,1708694028,4.189207019,93.27747724,22.35783085,1.009367991,0,1.52394775,1649.258332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,17,6679,271,0,9274,1.486294,526018.0125,798.3,82.8,417.2,0,0,6277108,113.758549,502020,9.097990149,39040,0.707512719,8,1.45069452,17.5,2.435,5079922897,8.53,5514600,3.82216916,0.238271609
2012,Russia,9475,RUS,0,0,0,1,0,0,0,2.407030344,4.152114391,3.847066402,4.27879858,31.44887543,166.2648773,4.063732147,43,10.982234,2.841402292,2.720993042,2.968539476,3.067490578,9.414679527,91.85968018,3.493830442,20,0.288701832,RUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUS,2012,KGZ,417,643,1,1,6,3,0,2985.871094,2650.46,2985.871094,2466.348,1,1,1,0,0.079099998,1,2,2,1,1,1,1,0,0,0,0,0,,,,0,0,,,5607.2,143177.994,6605139.968,2017470972,1.177999973,14.0909996,1,1,1,1,16388179.55,3625384675,2.923,25.317,5594.10791,143420.5938,18061590,3680220416,0,0,1,1,0,0,1,1,1,2.8,2,4,8,14,18,18,26,219116.109,195743.016,222476.695,140658.578,219116.1094,195743.0156,10.08333302,25.75,16.66666603,31.5,16.25,15.91666698,7.916666508,51.08333206,42.91666794,10.66666698,15.08333302,8.333333015,7,5.583333492,29.66666603,44.75,13.58333302,27.83333397,2.583333254,28.08333397,14.58333302,26.25,52.83333206,20.83333397,0,24.33333397,33.91666794,44.83333206,26.41666603,4.5,0,38.5,0,0,33.83333206,16.91666603,23.91666603,7,33.66666794,49.83333206,6.75,17.16666603,3493560000,5.604040551,5787730000,15.74945783,15.51444713,9.975283196,49.13219983,16.60262243,2.622805484,6617.134161,19.93957704,20.24169184,59.81873112,64,1.484230056,4312,30111.36996,464677000,0,3983900000,100000000,43000000,3900000000,100000000,4232,3638,64597,159564,0,636748,4132.144,58727125,2222389,144612,85248,45.08137414,4085286,208065063,144.4957561,42168388,29.28484494,20923296,14.53068301,8245,57.57612368,63.8,2.45,1.65E+12,5.44,143201721,7.497341894,0.313036602,13232665,1.340198527,2031374213,4.799578059,93.47969409,22.15849156,0.534018987,0,1.186708861,1809.102582,92.68929504,2.924281984,4.386422977,7.707,15.75107296,48.93,8726.280497,0,0,0,0,0,0,0,576,50,6995,230,0,7719,0.78235,494640.4268,922.7,75.8,417.2,0,0,6797852,120.9243102,488853,8.69601336,54614,0.971506923,38,6.777000999,19.8,2.49,5075444934,8.43,5607200,2.343275262,0.078879333
2013,Russia,8307,RUS,0,0,0,1,0,0,0,2.341438055,4.173511505,3.829140186,4.329588413,30.93155098,179.3087006,3.867372751,49,12.19802284,2.482843637,2.298570156,2.939580917,2.904504776,8.901119232,104.8292313,3.620476723,20,0.296703994,RUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUS,2013,KGZ,417,643,1,1,6,3,0,2985.871094,2650.46,2985.871094,2466.348,1,1,1,0,0.079099998,1,2,2,1,1,1,1,0,0,0,0,0,,,,0,0,,,5719.5,143499.863,7226303.488,2096777003,1.263000011,14.61200047,1,1,1,1,18470586.53,3656647941,3.229,25.481,5683.808105,143597.2344,19626012,3706853632,0,0,1,1,0,0,1,1,1,2.7,1.2,4,6,10,12.9,14,18.89999962,152700.656,110128.406,153625.32,73202.625,152700.6563,110128.4063,12.25,24.08333397,20.5,28.33333397,20.33333397,24.33333397,22.08333397,59.25,38,11.33333302,19.66666603,12.33333302,19.16666603,7.25,22.66666603,43.08333206,15.75,7.583333492,4.333333492,19.75,8.666666985,33.66666794,43.83333206,10.66666698,0,28.75,29.75,37.08333206,35.75,7.75,0,48.66666794,0,0,35.41666794,32.08333206,19.75,18.08333397,34.5,35.16666794,14.58333302,25,4163110000,5.93690956,6750810000,15.22169765,17.12867664,10.1167845,50.11152726,16.31144046,0.82196392,6539.207375,0,0,0,0,0,0,0,480000000,0,3100000,0,0,0,0,4285,2650,67367,168284,0,678071,4249.26882,64072322,2196217,138517,85266,45.10968214,5208600,218300372,151.2556334,40473148,28.0429739,23745346,16.45263962,11442,79.73130508,67.97,2.519971,1.68E+12,5.46,143506995,6.839560433,0.417815328,21877873,2.066770528,2277998114,5.609877953,93.47655414,20.27692527,0.192705731,0,0.72086218,1887.020071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,14,7526,326,0,12189,0.59035,771165,1002,0,417,0,0,6737487,117.555938,461277,8.048379225,136200,2.376422953,44,7.692845654,23,2.2679855,5629453576,8.33,5719600,2.214600984,0.055729993
2014,Russia,9427,RUS,0,0,0,1,0,0,0,2.452641964,4.185405731,3.917056084,4.538122177,30.06399155,183.518219,3.970984697,53.27479935,14.47631168,2.529613018,2.500800848,3.089701176,2.684545279,8.972932816,124.7750702,3.570311546,21.72350883,2.623142004,RUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUS,2014,KGZ,417,643,1,1,6,3,0,2985.871094,2650.46,2985.871094,2466.348,1,1,1,0,0.079099998,1,2,2,1,1,1,1,0,0,0,0,0,,,,0,0,,,5835.5,143819.672,7468096.512,2063662318,1.279999971,14.34899998,1,1,1,1,19557845.56,3721984707,3.352,25.477,5774.565918,143761.3906,20881824,3725785856,0,0,1,1,0,0,1,1,1,2.3,1.2,4,4,10,11.2,14,15.19999981,114145.273,70911.836,118359.434,42475.941,114145.2734,73840.10938,18.41666603,29.16666603,22.58333397,29.41666603,23.75,29.25,11.33333302,75.58333588,37.33333206,13,26.91666603,2.5,18.41666603,35,26.58333397,37.41666794,19.75,11.66666698,5.75,20.5,21.66666603,40.5,39,25.66666603,3.5,41.83333206,40.33333206,30.16666603,39.33333206,12.16666698,0,42.58333206,0,0,28.91666603,43.91666794,27.08333397,45.41666794,22.91666603,37.91666794,46.83333206,23.33333397,4503620000,6.850186229,7776540000,14.78792431,16.49831079,10.031412,50.21899913,17.0150979,1.006369942,6602.657479,0,0,0,0,0,0,0,723100000,0,0,0,262000000,0,0,4130,3183,61691,178024,0,747804,4413.55935,72189961,2300532,130027,0,47.4851988,5252000,221030353,152.7878864,38212576,26.41455639,24950550,17.24714162,17310,120.3590605,70.52,2.589942,1.70E+12,5.16,143819667,7.88483088,0.796785329,20849181,2.31464387,2242827292,7.363436728,91.2572056,23.73044194,0.80290969,0,0.576447982,1941.221832,0,0,0,0,0,0,0,40000000,0,0,0,0,0,0,714,48,6330,372,0,17388,0.237168,712284,1010,0,424,0,0,7563444,129.4106012,443184,7.582882599,170706,2.920781339,82,14.05192357,28.3,2.045971,5855984962,8.05,5835500,2.037129014,0.056549192
2015,Russia,6013,RUS,0,0,0,1,0,0,0,2.717167616,4.290863514,4.137876511,4.800619602,28.46762466,152.8353577,4.222738266,61.40000153,16.61677551,2.72516942,2.639318705,3.181883574,2.857395649,8.31497097,121.4498215,3.747436047,23.39999962,0.961614013,RUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUS,2015,KGZ,417,643,1,1,6,3,0,2985.871094,2650.46,2985.871094,2466.348,1,1,1,0,0.079099998,1,2,2,1,1,1,1,0,0,0,0,0,,,,0,0,,,5956.9,144096.863,6678178.304,1365865267,1.121000051,9.479000092,1,1,1,1,20534456.2,3470238622,3.447,23.703,5865.400879,143888,21694070,3453689856,0,0,1,1,0,0,1,3,2,2.1,1.1,4,4,10,10.5,14,14.5,157300.984,61885.891,78905.398,39725.051,157300.9688,71187.48438,24.83333397,36.25,24.5,34.41666794,36.75,32.41666794,20.08333397,82.91666412,46.16666794,12.91666698,27.41666603,17,15.16666698,56.41666794,31.66666603,36.58333206,23.58333397,11.08333302,8.833333015,22.25,28.58333397,46.58333206,33.41666794,23.25,18.08333397,52.25,47.08333206,38,37.91666794,17.16666603,1.333333373,52.5,0,0,27.66666603,58.58333206,29.83333397,44.41666794,20.58333397,37.5,65.5,37.33333206,3933500000,7.620719678,6903390000,14.82165832,15.76476859,0,49.71260943,0,0.946957789,0,0,0,0,0,0,0,0,282000000,0,1822200000,1200000000,282000000,1822200000,1200000000,3386,2616,57356,161696,0,767043,4761.04707,76846126,2305945,120644,85262,47.17393473,3909400,227288088,156.7665611,35553328,24.52206368,26881463,18.54085073,46313,321.4018459,70.09924123,2.5097325,1.66E+12,5.57,144096870,9.137801709,0.805552631,42524386,4.981863628,1687701982,13.21565618,85.18802763,0,1.304681504,0,0.291634689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,21,6330,341,0,20962,0.06929,967629,918,41,424,0,0,7579439,127.1905538,408037,6.847268246,211521,3.549533564,136,22.83066696,30.24704278,2.0029855,6082952718,7.56,5956900,2.799089538,0.069321085
2016,Russia,5445,RUS,0,0,0,1,0,0,0,2.717167616,4.290863514,4.137876511,4.800619602,27.67361259,155.1442413,4.222738266,70.51999664,17.45323181,2.55556941,2.426702499,2.905791998,2.928073406,7.877223492,134.4608612,3.580476284,28.29999924,4.158264637,RUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUS,2016,KGZ,417,643,1,1,6,3,0,2985.871094,2650.46,2985.871094,2466.348,1,1,1,0,0.079099998,1,2,2,1,1,1,1,0,0,0,0,0,,,,0,0,,,6082.7,144342.392,6551287.808,1283162374,1.077000022,8.890000343,1,1,1,1,21600596.55,3397368441,3.551,23.163,5955.733887,143964.5156,23261980,3275949312,0,0,1,1,0,0,1,3,2,2,1,4,4,10,9.8,14,13.80000019,145208.734,191101.766,191191.77,177422.781,145208.7344,176161.8125,22.25,33.5,30.25,33.41666794,55.08333206,35,18.16666603,72.41666412,44,12.66666698,23.75,13.16666698,20.25,41.08333206,42.91666794,33.83333206,22.91666603,9.75,10.5,18.41666603,25,41.75,28.25,32.5,15.16666698,56.58333206,46.75,38.83333206,26.16666603,15.5,5.083333492,62.58333206,23.16666603,21.75,23.25,53.08333206,21.83333397,49.41666794,16.41666603,30.08333397,54.66666794,31.91666603,3903720000,7.708219795,6688670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207010000,0,79400000,0,207010000,79400000,0,3653,2912,58132,193213,75,746446,5863.19654,77458318,2344087,124620,85375,43.89130357,3923662,229126152,157.718498,32276615,22.21753909,27522702,18.94519321,168007,1163.947693,73.09143462,2.429523,1.67E+12,5.56,144342397,8.400065747,0.595100117,65799849,7.823715565,1994607958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,17,6085,269,85,23120,0.088343,1015750,807,40.8,424,0,0,7613528,125.3393872,382149,6.291212364,240873,3.965424993,257,42.27321326,37,1.96,6346700783,7.21,6079500,3.130007198,0.371673953
2017,Russia,4453,RUS,0,0,0,1,0,0,0,2.774471045,4.439798832,4.442418098,5.038771629,25.70405006,159.9514923,4.422963619,73.41000366,18.77489281,2.488281965,2.373281956,2.882899284,3.238278627,7.14910078,132.7972107,3.443375826,30.24704361,3.706052065,RUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUS,2017,KGZ,417,643,1,1,6,3,0,2985.871094,2650.46,2985.871094,2466.348,1,1,1,0,0.079099998,1,2,2,1,1,1,1,0,0,0,0,0,,,,0,0,,,6198.2,144496.735,7702934.8,1574199387,1.243000031,10.89400005,,,,,31280403.48,3818780561,5.047,26.006,6045.117188,143989.7656,24668016,3395888384,0,0,1,1,0,0,1,3,2,2.1,1.1,4,4,10,10.1,14,14.10000038,262896.281,229656.281,283615.832,228442.141,265228.0938,190168.4219,25.41666603,37.58333206,35.33333206,36.58333206,52.08333206,44.83333206,13.5,61.33333206,45.41666794,14.83333302,26.33333397,25.16666603,25.75,16.91666603,48.66666794,32.08333206,21.58333397,16.25,19,22.83333397,44.58333206,55.25,28.33333397,22.58333397,34.16666794,51.08333206,42.83333206,42.58333206,25,18.58333397,19.16666603,69.33333588,47.66666794,53.91666794,18.41666603,66.16666412,20.08333397,49.25,14.5,37.83333206,33.41666794,33.75,4652750000,8.085918675,8235000000,0,0,0,0,0,0,0,28.97065673,27.49573048,43.53361279,64.41,1.493738404,4312,29841.5039,161000000,0,2037000000,0,127300000,2037000000,0,3601,3789,58301,233430,80,815708,6845.22951,89373638,2493428,123096,85545,41.16646265,4515300,227299663,156.187408,31952072,21.95564763,31103235,21.37237509,511677,3541.097215,76.00813853,2.6047615,1.70E+12,5.21,144496739,8.671640595,0.625231313,39813681,4.833165121,2485778060,0,0,0,0,0,0,0,92.68929504,2.924281984,4.386422977,7.707,15.75107296,48.93,7894.227356,0,0,0,0,0,0,0,502,11,6989,519,85,27055,0.02165,1122951,935,43,424,0,0,8467966,136.8066442,362288,5.853047296,258013,4.16840274,639,103.0944468,38.19903776,2.17,6647530416,6.89,6198200,3.655667962,0.146529914
2018,Russia,4972,RUS,0,0,0,1,0,0,0,2.896594048,4.549850941,4.637443542,5.115175247,22.77344894,163.2649231,4.414050102,76.40908813,19.46634483,2.650644302,2.449175596,3.082779646,3.649217606,6.594243526,131.3766479,3.460288048,34.5,4.076120853,RUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUSRUS,2018,KGZ,417,643,1,1,6,3,0,2985.871094,2650.46,2985.871094,2466.348,1,1,1,0,0.079099998,1,2,2,1,1,1,1,0,0,0,0,0,,,,0,0,,,6322.8,144477.859,8271108.638,1669583089,1.307999969,11.55599976,,,,,33246519.09,4223363715,5.258,28.764,,,,,0,0,1,1,0,0,1,3,2,1.9,1.1,4,4,10,10.1,14,14.10000038,349782.5,247053.484,387451.898,275538.594,281124.7188,240198.5313,31,39.16666794,45.83333206,36.75,60,65.75,12.58333302,54.75,41.33333206,13.16666698,23,16.75,28.16666603,13.33333302,54.75,31.83333397,26,35.08333206,52.08333206,49.58333206,43.41666794,62.08333206,30.75,18,45.75,62.5,39.75,53.41666794,25.16666603,10.58333302,44.83333206,56.08333206,46.83333206,53.91666794,21.66666603,64.25,21.66666603,56.08333206,13.58333302,45.08333206,22.5,29.58333397,4708975071,8.536433821,9287270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487420000,0,1622700000,0,188700000,1622700000,0,5134,3823,59629,203854,80,885094,6810.61016,99327311,2597778,129542,85626,43.71101551,5059700,229431008,157.431312,30108289,20.65975074,32062780,22.0008863,749930,5190.622322,80.86472187,2.78,1.74E+12,4.85,144477859,9.906400418,0.470804037,0,0,2688570122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7728,552,70,8751,1.263266,1175000.704,949,35,424,0,0,8735246,138.5660601,331140,5.252830332,250612,3.975425244,1075,170.0196116,38.19903776,2.38,6897338635,6.79,6322800,3.851815148,0.139359784
2011,Tajikistan,46,TJK,0,0,0,0,1,0,0,2.959571838,3.214856863,3.77146101,2.634564638,4.171327591,70.48105621,4.180740356,10.06872177,0.053510174,2.740215302,2.788116932,2.953366041,2.287801981,9.089927673,81.84894562,3.54306531,40.0271225,0.095618546,TJKTJKTJKTJKTJKTJKTJKTJKTJKTJKTJK,2011,KGZ,417,762,1,1,6,5,1,678.2360229,580.761,678.2360229,527.502,1,0,0,1,0.595000029,0,2,2,1,1,1,1,0,0,0,0,0,,,,1,1,,,5514.6,7814.85,6197766.144,6522732.032,1.123999953,0.834999979,1,1,1,1,16105958.46,17286955.07,2.921,2.212,5506.601074,7815.949219,19088114,19112228,0,0,1,0,0,0,1,1,1,3.5,33.3,4,5,14,13,18,18,36261.012,,36258.736,23456.758,36261.01172,26078.97656,12.33333302,29.58333397,4.25,46.58333206,0,19.33333397,26.33333397,36.41666794,45.91666794,10.66666698,15.41666698,0,12.66666698,18.58333397,44.08333206,37.25,10.33333302,21.66666603,6,47.25,5,29.58333397,68.08333588,8.333333015,0,23.66666603,48.5,36.91666794,3.666666746,28.83333397,0,20,0,0,23.08333397,33.58333206,33.41666794,20.91666603,59.33333206,29.91666603,13.58333302,4.083333492,16169420,3.520878473,2722464917,0,99.76598103,13.98571253,0.234018968,0,0,1811.235768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6119,297,0,7320,1.501026585,846967.3803,702.9,31.5,620.7,0,0,6324000,82.1564376,380000,4.936661336,5020,0.065215894,6,0.779473146,13.03,2.405,6059699828,10.16,7697507,0,0,16628943,1.933036159,1708694028,4.189207019,93.27747724,22.35783085,1.009367991,0,1.52394775,1649.258332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,17,6679,271,0,9274,1.486294,526018.0125,798.3,82.8,417.2,0,0,6277108,113.758549,502020,9.097990149,39040,0.707512719,8,1.45069452,17.5,2.435,5079922897,8.53,5514600,3.82216916,0.238271609
