Country,Indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
RUS,SL.UEM.TOTL.ZS,7.37,6.54,5.44,5.46,5.16,5.57,5.56,5.21,4.85,4.6,5.73
RUS,SP.POP.TOTL,142849468,142960908,143201721,143506995,143819667,144096870,144342397,144496739,144477859,144406261,144104080
RUS,TM.VAL.ICTG.ZS.UN,8.529893349,7.156679102,7.497341894,6.839560433,7.88483088,9.137801709,8.400065747,8.671640595,9.906400418,9.35658023,
RUS,TX.VAL.ICTG.ZS.UN,0.223375761,0.237297233,0.313036602,0.417815328,0.796785329,0.805552631,0.595100117,0.625231313,0.470804037,0.529903009,
TJK,BX.GSR.CCIS.CD,27084639,16169420,10062779,14960500,15219453,12805040,10178610,5364340,,,
TJK,BX.GSR.CCIS.ZS,7.042212008,3.520878473,2.063564819,4.117047276,4.917416152,5.073502499,4.390643047,2.128701957,,,
TJK,BX.TRF.PWKR.CD.DT,2020504005,2722464917,3222350605,3697730868,3384055195,2258643220,1867398638,2237179088,2183340531,2321884645,2186807504
TJK,EG.ELC.COAL.ZS,0,0,0,0.257084429,0.971345313,1.526628598,,,,,
TJK,EG.ELC.HYRO.ZS,99.78703985,99.76598103,99.56403912,99.74291557,99.02865469,98.4733714,,,,,
TJK,EG.ELC.LOSS.ZS,14.17706115,13.98571253,14.40438317,14.770669,17.02282661,,,,,,
TJK,EG.ELC.NGAS.ZS,0.212960146,0.234018968,0.435960881,0,0,0,,,,,
TJK,EG.ELC.NUCL.ZS,0,0,0,0,0,,,,,,
TJK,EG.ELC.PETR.ZS,0,0,0,0,0,0,,,,,
TJK,EG.USE.ELEC.KH.PC,1893.217536,1811.235768,1761.0521,1692.725684,1499.485994,,,,,,
TJK,ER.H2O.FWAG.ZS,,,90.82367679,,,,,90.82367679,,,
TJK,ER.H2O.FWDM.ZS,,,5.628632077,,,,,5.628632077,,,
TJK,ER.H2O.FWIN.ZS,,,3.54769113,,,,,3.54769113,,,
TJK,ER.H2O.FWTL.K3,,,10.67813333,,,,,10.4198,,,
TJK,ER.H2O.FWTL.ZS,,,16.82655741,,,,,16.41947684,,,
TJK,ER.H2O.INTR.K3,,,63.46,,,,,63.46,,,
TJK,ER.H2O.INTR.PC,,,8058.578475,,,,,7146.179114,,,
TJK,IE.PPI.ENGY.CD,,,,,,,,,,,
TJK,IE.PPI.ICTI.CD,,,,,,,,,,,
TJK,IE.PPI.TRAN.CD,,,,,,,,,,,
TJK,IE.PPI.WATR.CD,,,,,,,,,,,
TJK,IE.PPN.ENGY.CD,,,,,,,,,,,
TJK,IE.PPN.TRAN.CD,,,,,,,,,,,
TJK,IE.PPN.WATR.CD,,,,,,,,,,,
TJK,IP.IDS.NRCT,5,5,322,784,,163,,,,,
TJK,IP.IDS.RSCT,,,,1,,,,,,,
TJK,IP.TMK.NRCT,4102,6119,6137,6462,,5467,5045,,,5884,
TJK,IP.TMK.RSCT,306,297,274,247,,220,160,,,595,
TJK,IQ.SPI.PIL5,,,,,,,50,50,50,50,
TJK,IS.AIR.DPRT,5709.668916,7320,6529.896876,6263,7985,6884,6472,4135,4021,4283,
TJK,IS.AIR.GOOD.MT.K1,0.983571745,1.501026585,1.64424342,0.4757,2.954004,5.272381318,4.921431817,2.89861,2.337,2.506005423,
TJK,IS.AIR.PSGR,616999.4123,846967.3803,650130.5474,683060.1575,1064176.328,1034477,1037897,580374,492320,539094.616,
TJK,IS.RRS.GOOD.MT.K6,808.4,702.9,554.9,,391,317,228.3,165,224,231.7,
TJK,IS.RRS.PASG.KM,32.8,31.5,24,,18,16,18.4,28,33,,
TJK,IS.RRS.TOTL.KM,620.7,620.7,608,587,597,597,620,620,620,,
TJK,IS.SHP.GCNW.XQ,,,,,,,,,,,
TJK,IS.SHP.GOOD.TU,,,,,,,,,,,
TJK,IT.CEL.SETS,5940842,6324000,6528000,7537100,7999100,8489000,9400000,9904000,,,
TJK,IT.CEL.SETS.P2,78.92295793,82.1564376,82.89697498,93.51508709,96.92550425,100.4136726,108.5001937,111.5281656,,,
TJK,IT.MLT.MAIN,367693,380000,393000,425000,440700,457000,468000,479000,,,
TJK,IT.MLT.MAIN.P2,4.884731688,4.936661336,4.990580755,5.273103981,5.339984464,5.405707197,5.40192454,5.393981353,,,
TJK,IT.NET.BBND,4700,5020,5400,5800,6100,6000,6000,6000,,,
TJK,IT.NET.BBND.P2,0.062438608,0.065215894,0.068572865,0.07196236,0.073914012,0.070972086,0.069255443,0.067565528,,,
TJK,IT.NET.SECR,2,6,9,15,14,43,51,178,249,663,880
TJK,IT.NET.SECR.P6,0.265696097,0.779473146,1.142880654,1.861092521,1.696388196,5.086338226,5.886715357,20.04443559,27.36009077,71.1295316,92.26599195
TJK,IT.NET.USER.ZS,11.55,13.03,14.51,16,17.49,18.98,20.47,21.96,,,
TJK,LP.LPI.INFR.XQ,2,,2.03,,2.364091,,2.133333,,2.17,,
TJK,NY.GDP.MKTP.KD,5642178580,6059699828,6514177283,6996226385,7464973601,7912871963,8458860098,9059439284,9747956614,10469305368,10940424059
TJK,SL.UEM.TOTL.ZS,10.85,10.16,9.5,8.86,8.17,7.53,6.9,6.81,6.72,6.66,7.5
TJK,SP.POP.TOTL,7527397,7697507,7874838,8059782,8252828,8454019,8663575,8880270,9100847,9321023,9537642
TJK,TM.VAL.ICTG.ZS.UN,,,,,,,,,,,
TJK,TX.VAL.ICTG.ZS.UN,,,,,,,,,,,
UKR,BX.GSR.CCIS.CD,719000000,1040000000,1321000000,1782000000,2042000000,2105000000,2310000000,2760000000,,,
UKR,BX.GSR.CCIS.ZS,3.92317346,4.889745639,5.980352212,7.880422766,13.71943026,16.91850185,18.55719794,19.37794004,,,
UKR,BX.TRF.PWKR.CD.DT,6535000000,7822000000,8449000000,9667000000,7354000000,8474000000,9472000000,12132000000,14694000000,15788000000,15054000000
UKR,EG.ELC.COAL.ZS,36.94367361,38.21172826,40.54082667,41.82265908,38.73334249,34.57818245,,,,,
UKR,EG.ELC.HYRO.ZS,6.96506874,5.614830621,5.282739221,7.124714774,4.658881715,3.329261973,,,,,
UKR,EG.ELC.LOSS.ZS,11.48929184,10.90598519,10.79888891,10.69352524,10.77895315,,,,,,
UKR,EG.ELC.NGAS.ZS,8.316033639,9.464575169,8.085681301,7.218671595,6.986673994,6.231648037,,,,,
UKR,EG.ELC.NUCL.ZS,47.21333701,46.29337054,45.44042992,42.95633589,48.5720566,,,,,,
UKR,EG.ELC.PETR.ZS,0.435316796,0.284691302,0.269707556,0.201336045,0.118697623,0.460187036,,,,,
UKR,EG.USE.ELEC.KH.PC,3549.844551,3662.444428,3640.553483,3600.225704,3418.569317,,,,,,
UKR,ER.H2O.FWAG.ZS,,,31.89320758,,,,,34.92374728,,,
UKR,ER.H2O.FWDM.ZS,,,22.26363429,,,,,26.11111111,,,
UKR,ER.H2O.FWIN.ZS,,,45.84315813,,,,,38.96514161,,,
UKR,ER.H2O.FWTL.K3,,,12.8745,,,,,8.635,,,
UKR,ER.H2O.FWTL.ZS,,,23.36569873,,,,,15.67150635,,,
UKR,ER.H2O.INTR.K3,,,55.1,,,,,55.1,,,
UKR,ER.H2O.INTR.PC,,,1208.509786,,,,,1229.056547,,,
UKR,IE.PPI.ENGY.CD,88910000,997800000,1182500000,,,,,24500000,669220000,1409010000,15000000
UKR,IE.PPI.ICTI.CD,,1320000000,,,,,,,,,
UKR,IE.PPI.TRAN.CD,,,,,,,,150000000,,,15000000
UKR,IE.PPI.WATR.CD,,,,,,,,,,,
UKR,IE.PPN.ENGY.CD,,760600000,940200000,,,,,24500000,669220000,1409010000,15000000
UKR,IE.PPN.TRAN.CD,,,,,,,,150000000,,,15000000
UKR,IE.PPN.WATR.CD,,,,,,,,,,,
UKR,IP.IDS.NRCT,2869,3266,3377,3609,3516,3487,3632,3393,2904,2964,
UKR,IP.IDS.RSCT,2949,3445,3480,8087,4962,4294,5382,4954,5261,4660,
UKR,IP.TMK.NRCT,27641,30439,31693,32590,26076,22403,23638,24501,25305,25118,
UKR,IP.TMK.RSCT,28796,28515,30406,32896,25355,36339,45880,47531,51195,54298,
UKR,IQ.SPI.PIL5,,,,,,,70,75,85,100,
UKR,IS.AIR.DPRT,66038,76652.26818,73378.94262,58474.09,47927.4,45688,55261,63315,66712,62113.332,
UKR,IS.AIR.GOOD.MT.K1,69.32023886,80.92008455,75.78393774,14.3835,22.0855,37.7408652,40.45983036,53.792982,75.26435,75.617661,
UKR,IS.AIR.PSGR,3956053,5477654.918,5828107.612,5218814.574,4503610,4620530,5756509,6794396,7854842,7604522.332,
UKR,IS.RRS.GOOD.MT.K6,218091,243866,237722,224434,210157,195054,187557,191914,186344,181844,
UKR,IS.RRS.PASG.KM,50248,50593,49329,48981,35865,35367,36839,28075,28685,,
UKR,IS.RRS.TOTL.KM,21705,21665.4,21642.5,21625.9,21625.9,20975.23,21603,21626,21626,,
UKR,IS.SHP.GCNW.XQ,20.39125443,21.74202468,21.90358974,24.45743175,24.16957853,27.49736827,26.3420099,27.61749871,27.64998236,26.87977298,
UKR,IS.SHP.GOOD.TU,654000,756000,756000,779000,665000,480000,588000,698500,1178000,1340400,
UKR,IT.CEL.SETS,53928830,55576481,59343693,62458800,61170229,60720073,56717856,55714733,53933592,54842940,
UKR,IT.CEL.SETS.P2,117.7678197,121.9416066,130.8590206,138.4411243,144.2788474,142.0030379,133.1689539,131.3565115,127.753861,130.6294363,
UKR,IT.MLT.MAIN,12941346,12680881,12182142,11830969,10461083,9113061,8451229,7186579,6074255,4182994,
UKR,IT.MLT.MAIN.P2,28.26084122,27.82340614,26.86289124,26.22356898,24.67397985,21.31226599,19.84280445,16.94352456,14.38824117,9.963399994,
UKR,IT.NET.BBND,2955862,3170384,3644976,3996550,3945575,4978813,5125499,5239743,5405125,6784185,
UKR,IT.NET.BBND.P2,6.454904046,6.956210822,8.037551512,8.858429483,9.30621027,11.64370424,12.03425849,12.35354321,12.80325605,16.15913118,
UKR,IT.NET.SECR,567,958,1866,2458,3382,6403,85755,177005,268976,349187,395092
UKR,IT.NET.SECR.P6,12.36082059,20.96000957,40.92702834,54.03427171,74.70375554,141.8034924,1905.468794,3948.260511,6027.80865,7867.016694,8951.959856
UKR,IT.NET.USER.ZS,23.3,28.70826284,35.27,40.954129,46.23597546,48.88464368,53.0009696,58.88947945,62.55315539,,
UKR,LP.LPI.INFR.XQ,2.44,,2.69,,2.649754,,2.494807,,2.22,,
UKR,NY.GDP.MKTP.KD,1.36013E+11,1.43447E+11,1.43789E+11,1.43751E+11,1.34331E+11,1.21203E+11,1.23912E+11,1.26968E+11,1.31292E+11,1.35521E+11,1.30073E+11
UKR,SL.UEM.TOTL.ZS,8.1,7.85,7.53,7.17,9.27,9.14,9.35,9.51,8.8,8.19,9.48
UKR,SP.POP.TOTL,45870741,45706086,45593342,45489648,45272155,45154036,45004673,44831135,44622518,44386203,44134693
UKR,TM.VAL.ICTG.ZS.UN,3.193728992,2.58609117,3.770584827,3.787958315,3.556452934,4.006102329,4.878010336,5.127270908,5.795481116,,
UKR,TX.VAL.ICTG.ZS.UN,1.070399114,0.891249774,1.096246542,0.927075978,0.959114289,0.824990261,0.946322097,0.931979545,0.984736878,,
USA,BX.GSR.CCIS.CD,25037000000,29171000000,32511000000,34417000000,34690000000,36578000000,38551000000,42218000000,,,
USA,BX.GSR.CCIS.ZS,4.30155744,4.524957769,4.747365009,4.783254648,4.584367426,4.76049794,4.939092512,5.084129347,,,
USA,BX.TRF.PWKR.CD.DT,5930000000,6104000000,6303000000,6613000000,6503000000,6578000000,6330000000,6347000000,6651000000,6724000000,6166000000
USA,EG.ELC.COAL.ZS,45.79760576,43.34576409,38.47985569,39.94314124,39.65073269,34.23273373,,,,,
USA,EG.ELC.HYRO.ZS,6.023062386,7.43610219,6.521155808,6.317909904,6.053798474,5.84163826,,,,,
USA,EG.ELC.LOSS.ZS,5.993965133,5.998379803,6.292678518,5.955568245,5.911386391,,,,,,
USA,EG.ELC.NGAS.ZS,23.37584166,24.15858976,29.60867118,27.02176802,26.88796144,31.94216122,,,,,
USA,EG.ELC.NUCL.ZS,19.26644609,18.98484619,18.75791991,19.17383116,19.2302385,19.32377763,,,,,
USA,EG.ELC.PETR.ZS,1.104317669,0.913504375,0.774312765,0.859739209,0.923259081,0.90380652,,,,,
USA,EG.USE.ELEC.KH.PC,13394.90276,13245.88193,12964.18794,13004.02357,12993.96558,,,,,,
USA,ER.H2O.FWAG.ZS,,,37.42298591,,,,,39.65878143,,,
USA,ER.H2O.FWDM.ZS,,,12.92131238,,,,,13.14231696,,,
USA,ER.H2O.FWIN.ZS,,,49.65570171,,,,,47.19890162,,,
USA,ER.H2O.FWTL.K3,,,429.0384447,,,,,444.3961118,,,
USA,ER.H2O.FWTL.ZS,,,15.22492707,,,,,15.7699117,,,
USA,ER.H2O.INTR.K3,,,2818,,,,,2818,,,
USA,ER.H2O.INTR.PC,,,8978.020233,,,,,8667.512166,,,
USA,IE.PPI.ENGY.CD,,,,,,,,,,,
USA,IE.PPI.ICTI.CD,,,,,,,,,,,
USA,IE.PPI.TRAN.CD,,,,,,,,,,,
USA,IE.PPI.WATR.CD,,,,,,,,,,,
USA,IE.PPN.ENGY.CD,,,,,,,,,,,
USA,IE.PPN.TRAN.CD,,,,,,,,,,,
USA,IE.PPN.WATR.CD,,,,,,,,,,,
USA,IP.IDS.NRCT,12353,13024,13987,15763,15058,18187,21015,22451,24324,26860,
USA,IP.IDS.RSCT,16706,17443,18812,20271,20320,22785,24405,23618,22825,22988,
USA,IP.TMK.NRCT,82316,91313,96816,101577,110513,128969,156755,185677,194228,212484,
USA,IP.TMK.RSCT,295186,319502,330032,339482,361547,388136,388506,428224,445872,460197,
USA,IQ.SPI.PIL5,,,,,,,100,100,100,100,
USA,IS.AIR.DPRT,10095197,10057768,9864360,9745498,9556324,9498668,9640591,9639096,9880509,10099031,
USA,IS.AIR.GOOD.MT.K1,39353.2561,39621.91354,39111.34038,37113.55892,38225.19609,37866.22451,38657.91904,41591.55177,42985.2996,42498.26266,
USA,IS.AIR.PSGR,720497000,730796000,736699000,743171000,762710000,798222000,824039000,849403000,889024000,926737000,
USA,IS.RRS.GOOD.MT.K6,2491450,2524667,2500300,2541355,2702743,2537845,2314699,2445138,2525224,2364144,
USA,IS.RRS.PASG.KM,31871.67192,32579.5102,34125.70066,36047.10494,36393.10649,36043.87568,35892.15736,33255.54261,31962.70664,,
USA,IS.RRS.TOTL.KM,194431,194136,153516.6,154321.5,152932.6,151735,151270,150966,150462.2976,,
USA,IS.SHP.GCNW.XQ,76.03097275,83.32358755,84.15678889,85.39064528,88.2414692,89.36088011,88.76314042,90.02253907,90.68713652,90.00179151,
USA,IS.SHP.GOOD.TU,42031000,42550780,43538250,44340870,46233010,47886450,48436470,52132840,54776340,55518880,
USA,IT.CEL.SETS,285118000,297404000,304838000,310698000,355500000,382307000,396000000,400000000,422000000,442457000,
USA,IT.CEL.SETS.P2,92.26777096,95.44904589,97.06859919,98.19768385,111.5562164,119.1439209,122.5945483,123.0448345,129.0140075,134.4588794,
USA,IT.MLT.MAIN,149652000,143319000,138595000,133233000,128495000,124848000,121343000,116297000,110439000,107568000,
USA,IT.MLT.MAIN.P2,48.4292695,45.99689919,44.13236704,42.10896759,40.32184536,38.90820791,37.56563201,35.77436279,33.76345493,32.68899067,
USA,IT.NET.BBND,84522000,88317000,92514000,96032000,97810000,102212000,105714000,108200000,110865000,114259000,
USA,IT.NET.BBND.P2,27.3523823,28.34451919,29.45894011,30.35140225,30.69286505,31.85382022,32.72717192,33.28362773,33.89369182,34.72232806,
USA,IT.NET.SECR,767662,930471,1205823,1360046,1633177,2039539,3694357,9863566,21517004,40706354,46678110
USA,IT.NET.SECR.P6,2481.715612,2986.265501,3841.697406,4303.12671,5129.544994,6358.874469,11435.09744,30338.03347,65833.81033,123980.0196,141670.2862
USA,IT.NET.USER.ZS,71.69,69.72946076,74.7,71.4,73,74.55420245,85.54442129,87.27488917,88.49890317,,
USA,LP.LPI.INFR.XQ,4.15,,4.14,,4.184653,,4.152011,,4.05,,
USA,NY.GDP.MKTP.KD,1.49921E+13,1.52246E+13,1.5567E+13,1.58538E+13,1.62543E+13,1.67542E+13,1.70409E+13,1.74384E+13,1.79609E+13,1.83491E+13,1.77094E+13
USA,SL.UEM.TOTL.ZS,9.63,8.95,8.07,7.38,6.17,5.28,4.87,4.36,3.9,3.67,8.31
USA,SP.POP.TOTL,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,329484123
USA,TM.VAL.ICTG.ZS.UN,14.22462076,12.83810637,12.81327979,12.96091844,12.86420128,13.78118874,14.06206254,14.27534938,13.60394316,12.92936008,
USA,TX.VAL.ICTG.ZS.UN,10.55514221,9.509209268,9.031576768,8.876658024,8.965921416,9.438521658,9.647406463,9.475492969,8.896843214,8.742108647,
